"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","Subscribed","Age_Group","dur_group","Quarter"
57,"retired","married","primary","no",1623,"yes","yes","cellular",18,"jul",246,1,-1,0,"unknown","no","0","46-64","201-400","Q3"
55,"management","married","tertiary","no",6880,"no","no","cellular",8,"aug",353,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
35,"entrepreneur","married","secondary","no",2971,"no","no","cellular",4,"may",429,4,164,2,"failure","yes","1","31-45","401-600","Q2"
38,"technician","single","tertiary","no",2273,"yes","no","cellular",17,"apr",222,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
28,"self-employed","single","tertiary","no",0,"yes","no","cellular",21,"jul",479,1,-1,0,"unknown","no","0","20-30","401-600","Q3"
32,"blue-collar","single","secondary","no",53,"yes","no","cellular",18,"nov",276,1,195,1,"failure","no","0","31-45","201-400","Q4"
61,"management","married","secondary","no",1471,"no","no","cellular",12,"aug",331,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
34,"technician","married","secondary","no",114,"yes","yes","cellular",4,"jun",153,1,309,3,"other","no","0","31-45","<200","Q3"
23,"technician","single","secondary","no",-306,"yes","no","unknown",4,"jun",217,2,-1,0,"unknown","no","0","20-30","201-400","Q3"
51,"management","married","tertiary","no",2934,"yes","no","cellular",18,"nov",727,4,-1,0,"unknown","no","0","46-64","601-800","Q4"
45,"blue-collar","married","primary","no",1291,"yes","no","cellular",28,"aug",189,17,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"management","divorced","tertiary","no",0,"yes","yes","cellular",19,"aug",275,8,-1,0,"unknown","no","0","31-45","201-400","Q3"
44,"admin.","married","secondary","no",0,"yes","yes","unknown",16,"may",159,1,-1,0,"unknown","no","0","31-45","<200","Q2"
33,"technician","divorced","secondary","no",0,"yes","no","cellular",7,"may",177,2,-1,0,"unknown","no","0","31-45","<200","Q2"
57,"management","married","primary","no",1052,"yes","no","unknown",13,"may",227,4,-1,0,"unknown","no","0","46-64","201-400","Q2"
57,"technician","married","tertiary","no",27069,"no","yes","unknown",20,"jun",174,3,-1,0,"unknown","no","0","46-64","<200","Q3"
54,"technician","married","secondary","no",89,"yes","no","cellular",10,"jul",140,3,-1,0,"unknown","no","0","46-64","<200","Q3"
47,"blue-collar","married","secondary","no",1203,"yes","no","cellular",17,"apr",239,2,-1,0,"unknown","no","0","46-64","201-400","Q2"
48,"services","single","unknown","no",5095,"yes","no","unknown",16,"jun",71,1,-1,0,"unknown","no","0","46-64","<200","Q3"
30,"blue-collar","single","secondary","no",2145,"yes","no","cellular",18,"may",727,2,-1,0,"unknown","yes","1","20-30","601-800","Q2"
59,"unknown","married","unknown","no",3940,"no","no","unknown",5,"jun",48,2,-1,0,"unknown","no","0","46-64","<200","Q3"
29,"management","single","tertiary","no",3357,"no","no","cellular",21,"jul",120,3,-1,0,"unknown","no","0","20-30","<200","Q3"
29,"management","married","tertiary","no",877,"no","no","cellular",3,"feb",166,3,-1,0,"unknown","no","0","20-30","<200","Q1"
48,"entrepreneur","married","tertiary","no",810,"no","no","unknown",6,"jun",383,1,-1,0,"unknown","no","0","46-64","201-400","Q3"
29,"admin.","single","secondary","no",3432,"yes","no","cellular",17,"apr",139,2,-1,0,"unknown","no","0","20-30","<200","Q2"
43,"blue-collar","married","secondary","no",10910,"yes","no","cellular",15,"may",66,2,-1,0,"unknown","no","0","31-45","<200","Q2"
45,"admin.","married","secondary","no",-547,"yes","no","unknown",3,"jun",214,2,-1,0,"unknown","no","0","31-45","201-400","Q3"
43,"management","divorced","tertiary","no",38,"yes","no","cellular",25,"jul",197,6,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"technician","married","secondary","no",1233,"yes","no","unknown",11,"sep",91,1,100,2,"other","yes","1","46-64","<200","Q4"
25,"student","single","secondary","no",304,"no","no","cellular",26,"may",226,2,-1,0,"unknown","yes","1","20-30","201-400","Q2"
47,"blue-collar","married","primary","no",214,"yes","yes","unknown",9,"jun",168,1,-1,0,"unknown","no","0","46-64","<200","Q3"
39,"blue-collar","married","primary","no",3705,"yes","no","unknown",16,"jun",77,1,-1,0,"unknown","no","0","31-45","<200","Q3"
41,"blue-collar","married","primary","no",1172,"yes","no","unknown",15,"may",153,1,-1,0,"unknown","no","0","31-45","<200","Q2"
41,"services","married","tertiary","no",412,"yes","no","unknown",3,"jun",154,5,-1,0,"unknown","no","0","31-45","<200","Q3"
34,"technician","married","secondary","no",1553,"no","no","cellular",20,"aug",200,2,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"blue-collar","married","secondary","no",-241,"yes","yes","unknown",27,"may",169,1,-1,0,"unknown","no","0","31-45","<200","Q2"
32,"management","single","tertiary","no",474,"yes","no","cellular",7,"aug",90,3,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"technician","married","tertiary","no",4089,"no","no","cellular",26,"may",114,7,287,3,"failure","no","0","31-45","<200","Q2"
45,"blue-collar","married","secondary","no",4365,"no","yes","cellular",9,"feb",45,2,-1,0,"unknown","no","0","31-45","<200","Q1"
58,"entrepreneur","married","secondary","no",2,"no","no","unknown",16,"jun",684,1,-1,0,"unknown","no","0","46-64","601-800","Q3"
26,"blue-collar","single","secondary","no",-32,"yes","yes","cellular",31,"jul",14,6,-1,0,"unknown","no","0","20-30","<200","Q3"
37,"blue-collar","married","secondary","no",2023,"yes","no","cellular",10,"jul",214,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
28,"student","single","secondary","no",330,"no","no","telephone",2,"feb",197,1,-1,0,"unknown","no","0","20-30","<200","Q1"
45,"blue-collar","married","primary","no",907,"no","no","cellular",18,"aug",230,8,-1,0,"unknown","no","0","31-45","201-400","Q3"
50,"blue-collar","divorced","primary","no",-10,"no","yes","cellular",10,"jul",369,6,-1,0,"unknown","no","0","46-64","201-400","Q3"
37,"management","married","tertiary","no",865,"yes","no","cellular",3,"jun",101,1,-1,0,"unknown","no","0","31-45","<200","Q3"
40,"services","married","secondary","no",4157,"yes","no","unknown",15,"may",735,1,-1,0,"unknown","no","0","31-45","601-800","Q2"
40,"blue-collar","married","secondary","no",952,"no","yes","unknown",12,"jun",140,1,-1,0,"unknown","no","0","31-45","<200","Q3"
51,"blue-collar","married","primary","no",5050,"no","yes","unknown",16,"jun",75,7,-1,0,"unknown","no","0","46-64","<200","Q3"
67,"retired","married","primary","no",2301,"no","no","cellular",16,"apr",124,1,-1,0,"unknown","no","0","65+","<200","Q2"
34,"unemployed","single","secondary","no",0,"no","no","cellular",17,"nov",63,2,-1,0,"unknown","no","0","31-45","<200","Q4"
53,"blue-collar","married","primary","no",225,"no","no","cellular",18,"jul",171,7,-1,0,"unknown","no","0","46-64","<200","Q3"
51,"self-employed","married","unknown","no",2094,"no","no","cellular",8,"jun",458,6,-1,0,"unknown","yes","1","46-64","401-600","Q3"
40,"technician","married","secondary","no",1270,"no","no","cellular",17,"apr",342,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
41,"unemployed","divorced","secondary","no",1281,"no","no","cellular",31,"jul",45,3,-1,0,"unknown","no","0","31-45","<200","Q3"
54,"technician","married","tertiary","no",98,"no","no","cellular",8,"aug",420,4,-1,0,"unknown","no","0","46-64","401-600","Q3"
49,"technician","married","tertiary","no",3726,"no","no","cellular",5,"aug",875,2,-1,0,"unknown","yes","1","46-64","801-1000","Q3"
28,"admin.","single","secondary","no",4745,"no","no","telephone",12,"may",360,1,181,5,"success","yes","1","20-30","201-400","Q2"
31,"services","married","secondary","no",413,"yes","no","unknown",13,"may",65,1,-1,0,"unknown","no","0","31-45","<200","Q2"
31,"management","married","secondary","no",466,"yes","no","cellular",14,"may",164,1,-1,0,"unknown","no","0","31-45","<200","Q2"
36,"technician","single","secondary","no",1855,"yes","no","cellular",4,"feb",75,1,273,1,"failure","no","0","31-45","<200","Q1"
31,"management","married","tertiary","no",325,"yes","no","cellular",18,"jul",1139,2,-1,0,"unknown","yes","1","31-45",">1000","Q3"
33,"management","married","tertiary","no",150,"no","no","cellular",21,"aug",151,2,-1,0,"unknown","no","0","31-45","<200","Q3"
35,"management","single","tertiary","no",71,"yes","no","unknown",21,"may",836,12,-1,0,"unknown","no","0","31-45","801-1000","Q2"
46,"blue-collar","married","secondary","no",-216,"yes","no","cellular",28,"jul",404,3,-1,0,"unknown","no","0","46-64","401-600","Q3"
56,"technician","married","secondary","no",205,"no","yes","cellular",23,"jul",442,2,-1,0,"unknown","no","0","46-64","401-600","Q3"
36,"technician","married","secondary","no",300,"no","no","unknown",9,"jun",287,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
58,"management","divorced","tertiary","no",1533,"no","no","unknown",15,"may",137,2,-1,0,"unknown","no","0","46-64","<200","Q2"
66,"admin.","single","secondary","no",10177,"no","no","cellular",5,"may",272,4,-1,0,"unknown","no","0","65+","201-400","Q2"
30,"blue-collar","single","secondary","yes",239,"yes","no","unknown",21,"may",412,1,-1,0,"unknown","yes","1","20-30","401-600","Q2"
35,"blue-collar","married","primary","no",298,"yes","no","cellular",13,"may",135,2,370,2,"failure","no","0","31-45","<200","Q2"
23,"admin.","single","secondary","no",5,"no","no","unknown",12,"may",413,1,-1,0,"unknown","no","0","20-30","401-600","Q2"
38,"services","single","secondary","no",2253,"yes","no","cellular",13,"may",937,3,-1,0,"unknown","yes","1","31-45","801-1000","Q2"
50,"services","married","secondary","no",254,"yes","no","cellular",15,"apr",397,2,337,1,"failure","no","0","46-64","201-400","Q2"
40,"blue-collar","married","primary","no",2805,"yes","no","cellular",14,"may",173,6,353,23,"failure","no","0","31-45","<200","Q2"
29,"technician","single","tertiary","no",2485,"no","no","telephone",24,"jul",48,6,-1,0,"unknown","no","0","20-30","<200","Q3"
34,"management","married","tertiary","no",436,"yes","no","cellular",17,"apr",28,1,345,1,"failure","no","0","31-45","<200","Q2"
38,"admin.","single","secondary","no",-23,"no","no","cellular",20,"nov",48,2,-1,0,"unknown","no","0","31-45","<200","Q4"
57,"retired","divorced","secondary","no",39,"yes","no","cellular",30,"jul",354,3,-1,0,"unknown","no","0","46-64","201-400","Q3"
49,"management","married","secondary","no",1623,"yes","no","cellular",19,"nov",1081,2,-1,0,"unknown","yes","1","46-64",">1000","Q4"
32,"blue-collar","single","secondary","no",604,"no","yes","cellular",28,"may",95,3,-1,0,"unknown","no","0","31-45","<200","Q2"
32,"management","single","tertiary","no",151,"yes","no","unknown",6,"may",118,1,-1,0,"unknown","no","0","31-45","<200","Q2"
42,"services","divorced","secondary","no",372,"yes","yes","unknown",6,"may",121,2,-1,0,"unknown","no","0","31-45","<200","Q2"
34,"management","single","tertiary","no",8038,"yes","no","cellular",20,"apr",29,3,152,1,"failure","no","0","31-45","<200","Q2"
36,"admin.","married","secondary","no",465,"yes","no","unknown",20,"may",160,1,-1,0,"unknown","no","0","31-45","<200","Q2"
47,"blue-collar","divorced","primary","no",126,"yes","no","unknown",3,"jun",2456,2,-1,0,"unknown","yes","1","46-64",">1000","Q3"
28,"technician","single","tertiary","no",102,"no","no","cellular",28,"jan",321,2,-1,0,"unknown","no","0","20-30","201-400","Q1"
71,"technician","married","tertiary","no",383,"no","no","cellular",27,"oct",327,2,183,3,"success","no","0","65+","201-400","Q4"
28,"management","single","tertiary","no",781,"no","no","cellular",9,"apr",125,6,-1,0,"unknown","no","0","20-30","<200","Q2"
52,"management","married","tertiary","no",1944,"yes","no","cellular",15,"apr",238,3,323,2,"failure","no","0","46-64","201-400","Q2"
21,"student","single","secondary","no",681,"no","no","unknown",20,"aug",6,1,-1,0,"unknown","no","0","20-30","<200","Q3"
52,"services","divorced","secondary","no",238,"yes","no","cellular",6,"may",101,1,362,5,"other","no","0","46-64","<200","Q2"
54,"services","married","secondary","no",158,"yes","no","unknown",19,"may",198,1,-1,0,"unknown","no","0","46-64","<200","Q2"
47,"blue-collar","married","secondary","no",0,"yes","no","cellular",21,"jul",676,1,-1,0,"unknown","no","0","46-64","601-800","Q3"
34,"management","married","tertiary","no",606,"no","no","cellular",20,"apr",97,1,-1,0,"unknown","yes","1","31-45","<200","Q2"
41,"management","married","tertiary","no",326,"yes","no","cellular",5,"may",788,1,-1,0,"unknown","yes","1","31-45","601-800","Q2"
47,"services","married","secondary","no",51,"yes","yes","unknown",16,"may",312,1,-1,0,"unknown","no","0","46-64","201-400","Q2"
47,"technician","married","secondary","no",57,"no","no","cellular",5,"may",253,1,342,1,"success","no","0","46-64","201-400","Q2"
45,"services","single","primary","no",1893,"yes","no","unknown",3,"jun",1259,6,-1,0,"unknown","yes","1","31-45",">1000","Q3"
34,"blue-collar","single","secondary","no",13683,"yes","no","unknown",3,"jun",115,3,-1,0,"unknown","no","0","31-45","<200","Q3"
40,"management","single","secondary","no",192,"yes","no","unknown",16,"may",71,11,-1,0,"unknown","no","0","31-45","<200","Q2"
30,"technician","single","tertiary","no",2325,"no","no","cellular",5,"apr",270,3,241,4,"other","no","0","20-30","201-400","Q2"
38,"management","married","tertiary","no",3436,"no","no","cellular",21,"nov",663,4,-1,0,"unknown","yes","1","31-45","601-800","Q4"
28,"student","single","tertiary","no",1562,"no","no","cellular",15,"feb",659,4,-1,0,"unknown","yes","1","20-30","601-800","Q1"
59,"self-employed","married","tertiary","no",2013,"no","no","cellular",19,"feb",222,4,94,2,"success","yes","1","46-64","201-400","Q1"
44,"blue-collar","married","primary","no",-312,"yes","no","unknown",20,"jun",22,3,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"entrepreneur","married","unknown","no",209,"yes","no","unknown",6,"may",135,2,-1,0,"unknown","no","0","46-64","<200","Q2"
40,"management","single","tertiary","no",0,"yes","no","cellular",23,"feb",228,2,182,6,"failure","yes","1","31-45","201-400","Q1"
57,"management","married","tertiary","no",3250,"no","no","cellular",20,"aug",162,3,-1,0,"unknown","no","0","46-64","<200","Q3"
50,"blue-collar","married","secondary","no",810,"yes","no","unknown",14,"may",19,14,-1,0,"unknown","no","0","46-64","<200","Q2"
29,"blue-collar","single","secondary","no",482,"no","yes","cellular",10,"jul",1097,3,-1,0,"unknown","yes","1","20-30",">1000","Q3"
34,"management","single","tertiary","no",2646,"no","no","cellular",14,"apr",142,1,-1,0,"unknown","yes","1","31-45","<200","Q2"
41,"self-employed","married","tertiary","no",231,"no","no","cellular",7,"aug",352,2,-1,0,"unknown","yes","1","31-45","201-400","Q3"
47,"management","married","tertiary","no",3681,"no","no","cellular",14,"aug",101,2,-1,0,"unknown","no","0","46-64","<200","Q3"
55,"technician","single","secondary","no",3339,"yes","no","unknown",2,"jun",63,1,-1,0,"unknown","no","0","46-64","<200","Q3"
37,"unemployed","married","secondary","no",1978,"no","no","cellular",9,"sep",404,1,182,1,"success","yes","1","31-45","401-600","Q4"
51,"blue-collar","divorced","primary","no",602,"yes","no","cellular",11,"may",347,1,284,2,"failure","no","0","46-64","201-400","Q2"
41,"technician","married","secondary","no",902,"no","no","unknown",16,"jun",35,6,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"management","single","tertiary","no",153,"yes","no","cellular",18,"nov",192,2,-1,0,"unknown","no","0","46-64","<200","Q4"
51,"blue-collar","married","primary","no",1869,"no","no","unknown",17,"jun",30,3,-1,0,"unknown","no","0","46-64","<200","Q3"
42,"technician","married","secondary","no",1048,"yes","no","telephone",6,"feb",23,2,-1,0,"unknown","no","0","31-45","<200","Q1"
48,"unemployed","divorced","secondary","no",1266,"yes","no","telephone",3,"feb",45,1,-1,0,"unknown","no","0","46-64","<200","Q1"
39,"services","single","secondary","no",471,"no","no","unknown",15,"oct",5,1,-1,0,"unknown","no","0","31-45","<200","Q4"
55,"unemployed","married","tertiary","no",4809,"yes","no","cellular",21,"nov",223,2,186,3,"other","no","0","46-64","201-400","Q4"
48,"management","single","tertiary","no",8106,"no","no","unknown",17,"nov",125,1,111,3,"failure","no","0","46-64","<200","Q4"
54,"blue-collar","married","primary","no",781,"yes","no","unknown",9,"may",103,2,-1,0,"unknown","no","0","46-64","<200","Q2"
33,"admin.","divorced","secondary","no",661,"yes","no","cellular",18,"nov",411,1,173,2,"other","no","0","31-45","401-600","Q4"
37,"blue-collar","married","primary","no",3242,"yes","no","unknown",21,"may",233,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
31,"technician","married","secondary","no",589,"yes","yes","unknown",21,"may",151,1,-1,0,"unknown","no","0","31-45","<200","Q2"
49,"services","married","secondary","no",320,"no","no","telephone",9,"feb",1971,4,-1,0,"unknown","yes","1","46-64",">1000","Q1"
26,"blue-collar","married","primary","no",5116,"yes","no","cellular",22,"jul",246,3,-1,0,"unknown","no","0","20-30","201-400","Q3"
24,"blue-collar","married","secondary","no",-254,"yes","yes","unknown",27,"may",290,2,-1,0,"unknown","no","0","20-30","201-400","Q2"
32,"blue-collar","single","secondary","no",-84,"yes","no","cellular",11,"may",426,1,-1,0,"unknown","no","0","31-45","401-600","Q2"
28,"management","single","secondary","no",1633,"no","no","cellular",5,"jun",275,1,-1,0,"unknown","yes","1","20-30","201-400","Q3"
35,"services","married","secondary","no",1453,"yes","no","unknown",28,"may",199,1,-1,0,"unknown","no","0","31-45","<200","Q2"
36,"admin.","single","secondary","no",1927,"yes","no","cellular",18,"nov",288,1,137,1,"other","no","0","31-45","201-400","Q4"
33,"technician","married","tertiary","no",-988,"yes","yes","cellular",15,"jul",83,3,-1,0,"unknown","no","0","31-45","<200","Q3"
35,"management","married","tertiary","no",552,"yes","yes","cellular",19,"nov",314,2,124,1,"failure","no","0","31-45","201-400","Q4"
39,"technician","married","tertiary","no",209,"no","no","unknown",23,"jul",36,2,-1,0,"unknown","no","0","31-45","<200","Q3"
40,"management","married","tertiary","no",-17,"yes","yes","cellular",11,"may",474,1,256,1,"success","yes","1","31-45","401-600","Q2"
47,"services","single","secondary","no",33,"yes","no","cellular",5,"may",298,1,-1,0,"unknown","no","0","46-64","201-400","Q2"
58,"management","married","primary","no",76,"yes","no","telephone",18,"may",54,4,-1,0,"unknown","no","0","46-64","<200","Q2"
42,"blue-collar","married","primary","no",260,"yes","no","telephone",31,"jul",175,2,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"admin.","single","tertiary","no",1583,"yes","no","cellular",19,"nov",100,1,182,1,"failure","no","0","31-45","<200","Q4"
58,"retired","married","secondary","no",3382,"no","yes","cellular",28,"may",294,2,309,2,"failure","no","0","46-64","201-400","Q2"
49,"services","married","secondary","no",400,"no","no","cellular",21,"aug",151,3,-1,0,"unknown","no","0","46-64","<200","Q3"
31,"blue-collar","married","primary","no",0,"yes","yes","unknown",12,"may",59,4,-1,0,"unknown","no","0","31-45","<200","Q2"
25,"admin.","single","tertiary","no",220,"no","no","cellular",26,"may",68,1,-1,0,"unknown","no","0","20-30","<200","Q2"
42,"technician","married","secondary","no",440,"yes","no","cellular",3,"feb",13,5,-1,0,"unknown","no","0","31-45","<200","Q1"
51,"technician","married","tertiary","no",1315,"no","no","telephone",5,"jun",303,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
42,"self-employed","married","secondary","no",5564,"no","no","cellular",17,"nov",560,2,-1,0,"unknown","no","0","31-45","401-600","Q4"
31,"services","divorced","primary","no",459,"yes","no","cellular",7,"may",623,1,293,1,"success","yes","1","31-45","601-800","Q2"
53,"technician","married","tertiary","no",6072,"no","yes","unknown",16,"jun",226,4,-1,0,"unknown","no","0","46-64","201-400","Q3"
31,"admin.","married","secondary","no",0,"yes","no","cellular",29,"jul",82,5,-1,0,"unknown","no","0","31-45","<200","Q3"
46,"services","married","secondary","no",1550,"yes","no","cellular",16,"apr",126,2,149,8,"failure","no","0","46-64","<200","Q2"
35,"housemaid","married","primary","no",0,"yes","no","cellular",14,"jul",340,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
38,"technician","single","secondary","no",-242,"yes","no","cellular",18,"may",1173,3,278,6,"success","yes","1","31-45",">1000","Q2"
46,"admin.","married","secondary","no",368,"no","no","cellular",20,"aug",293,1,90,4,"other","yes","1","46-64","201-400","Q3"
56,"management","married","tertiary","no",856,"yes","yes","cellular",4,"feb",70,4,7,7,"other","no","0","46-64","<200","Q1"
34,"management","single","tertiary","no",1,"no","no","cellular",19,"nov",582,1,-1,0,"unknown","no","0","31-45","401-600","Q4"
38,"blue-collar","married","secondary","no",121,"yes","yes","cellular",6,"feb",168,1,212,2,"failure","no","0","31-45","<200","Q1"
34,"management","married","secondary","no",293,"yes","no","unknown",21,"may",162,3,-1,0,"unknown","no","0","31-45","<200","Q2"
34,"technician","single","secondary","no",179,"no","no","cellular",19,"aug",294,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
36,"blue-collar","single","primary","no",367,"no","no","cellular",2,"feb",217,1,221,1,"failure","no","0","31-45","201-400","Q1"
36,"blue-collar","divorced","secondary","no",-11,"no","no","unknown",5,"jun",152,2,-1,0,"unknown","no","0","31-45","<200","Q3"
25,"student","married","tertiary","no",0,"yes","no","cellular",9,"jul",160,1,-1,0,"unknown","no","0","20-30","<200","Q3"
39,"management","married","tertiary","no",246,"no","no","cellular",11,"aug",86,2,-1,0,"unknown","no","0","31-45","<200","Q3"
55,"retired","divorced","secondary","no",1580,"no","yes","unknown",19,"jun",1007,1,-1,0,"unknown","yes","1","46-64",">1000","Q3"
44,"technician","single","secondary","no",33,"yes","no","cellular",13,"may",195,3,351,10,"failure","no","0","31-45","<200","Q2"
42,"unemployed","divorced","tertiary","no",-166,"no","no","cellular",29,"aug",85,4,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"management","divorced","tertiary","no",1149,"no","yes","cellular",15,"jul",82,2,-1,0,"unknown","no","0","46-64","<200","Q3"
50,"management","married","tertiary","no",4,"no","no","cellular",17,"nov",223,1,96,2,"failure","no","0","46-64","201-400","Q4"
42,"services","married","secondary","no",292,"yes","no","cellular",11,"may",222,3,-1,0,"unknown","no","0","31-45","201-400","Q2"
33,"self-employed","single","tertiary","no",61,"no","no","cellular",19,"aug",836,3,-1,0,"unknown","yes","1","31-45","801-1000","Q3"
39,"technician","married","tertiary","no",1161,"yes","no","cellular",9,"apr",236,1,336,1,"failure","no","0","31-45","201-400","Q2"
42,"blue-collar","married","secondary","no",117,"yes","no","unknown",9,"may",147,1,-1,0,"unknown","no","0","31-45","<200","Q2"
33,"management","single","tertiary","no",335,"no","no","cellular",29,"aug",130,4,-1,0,"unknown","no","0","31-45","<200","Q3"
34,"technician","single","secondary","no",2178,"yes","no","cellular",26,"may",41,1,-1,0,"unknown","no","0","31-45","<200","Q2"
38,"blue-collar","married","secondary","no",1663,"yes","no","cellular",13,"apr",217,3,327,1,"failure","no","0","31-45","201-400","Q2"
31,"technician","single","secondary","no",433,"no","no","cellular",11,"aug",1504,2,-1,0,"unknown","no","0","31-45",">1000","Q3"
52,"retired","married","secondary","no",424,"no","no","cellular",19,"nov",143,1,154,3,"failure","no","0","46-64","<200","Q4"
51,"services","married","unknown","no",5801,"yes","no","unknown",29,"may",147,2,-1,0,"unknown","no","0","46-64","<200","Q2"
34,"unemployed","single","tertiary","no",415,"no","no","cellular",12,"aug",123,1,-1,0,"unknown","no","0","31-45","<200","Q3"
35,"blue-collar","married","secondary","no",262,"no","no","cellular",2,"jul",96,2,109,4,"success","no","0","31-45","<200","Q3"
55,"technician","married","secondary","no",273,"yes","no","cellular",29,"jan",84,3,183,3,"failure","no","0","46-64","<200","Q1"
25,"admin.","single","tertiary","no",760,"yes","no","cellular",27,"may",223,3,89,2,"failure","yes","1","20-30","201-400","Q2"
31,"services","married","secondary","no",-230,"yes","yes","cellular",16,"jul",715,1,-1,0,"unknown","no","0","31-45","601-800","Q3"
31,"blue-collar","divorced","secondary","no",6,"yes","no","cellular",29,"jan",821,1,-1,0,"unknown","no","0","31-45","801-1000","Q1"
32,"technician","single","tertiary","no",930,"no","no","cellular",27,"aug",85,7,-1,0,"unknown","no","0","31-45","<200","Q3"
46,"self-employed","married","secondary","no",548,"no","no","cellular",12,"aug",1181,4,-1,0,"unknown","yes","1","46-64",">1000","Q3"
33,"technician","single","tertiary","no",316,"no","no","cellular",21,"aug",126,3,-1,0,"unknown","no","0","31-45","<200","Q3"
55,"services","divorced","secondary","no",218,"yes","no","unknown",29,"may",200,2,-1,0,"unknown","no","0","46-64","<200","Q2"
38,"services","married","secondary","no",8876,"no","no","cellular",2,"feb",280,1,75,1,"failure","no","0","31-45","201-400","Q1"
46,"technician","divorced","secondary","no",-824,"yes","no","cellular",7,"aug",429,3,-1,0,"unknown","yes","1","46-64","401-600","Q3"
35,"management","married","tertiary","no",106,"no","yes","cellular",11,"aug",588,2,-1,0,"unknown","no","0","31-45","401-600","Q3"
30,"technician","single","secondary","no",57,"no","no","cellular",2,"feb",465,2,-1,0,"unknown","no","0","20-30","401-600","Q1"
41,"admin.","married","secondary","no",4539,"no","no","unknown",30,"may",298,3,-1,0,"unknown","no","0","31-45","201-400","Q2"
30,"services","single","tertiary","no",-477,"no","yes","cellular",21,"aug",1532,2,-1,0,"unknown","yes","1","20-30",">1000","Q3"
34,"admin.","married","secondary","no",396,"yes","no","cellular",16,"jul",101,3,-1,0,"unknown","no","0","31-45","<200","Q3"
44,"housemaid","married","primary","no",3706,"no","no","unknown",17,"jun",209,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
57,"management","married","tertiary","no",2416,"no","no","cellular",11,"aug",74,2,-1,0,"unknown","no","0","46-64","<200","Q3"
33,"self-employed","married","tertiary","no",263,"no","no","cellular",4,"may",119,2,-1,0,"unknown","no","0","31-45","<200","Q2"
37,"blue-collar","married","primary","no",543,"yes","no","unknown",21,"may",281,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
41,"blue-collar","married","secondary","no",4900,"yes","no","telephone",31,"jul",121,2,-1,0,"unknown","no","0","31-45","<200","Q3"
30,"blue-collar","married","secondary","no",975,"yes","no","cellular",13,"may",256,2,351,2,"failure","no","0","20-30","201-400","Q2"
41,"blue-collar","married","primary","no",7735,"yes","no","cellular",20,"nov",220,1,190,1,"failure","no","0","31-45","201-400","Q4"
46,"unemployed","married","secondary","no",3533,"yes","no","cellular",12,"aug",235,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
26,"admin.","married","secondary","no",2469,"no","no","cellular",16,"jul",136,8,-1,0,"unknown","no","0","20-30","<200","Q3"
35,"management","married","tertiary","no",0,"yes","no","cellular",21,"jul",295,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
33,"admin.","married","secondary","no",95,"yes","no","cellular",30,"apr",335,1,-1,0,"unknown","yes","1","31-45","201-400","Q2"
56,"management","divorced","tertiary","no",-59,"no","yes","cellular",28,"jul",127,6,-1,0,"unknown","no","0","46-64","<200","Q3"
54,"unknown","married","secondary","no",2206,"no","no","cellular",12,"nov",104,1,99,2,"other","yes","1","46-64","<200","Q4"
49,"retired","married","primary","no",1672,"no","no","cellular",17,"jul",128,3,-1,0,"unknown","no","0","46-64","<200","Q3"
36,"services","single","secondary","no",342,"yes","no","unknown",7,"may",142,1,-1,0,"unknown","no","0","31-45","<200","Q2"
36,"admin.","married","unknown","no",2323,"no","no","cellular",19,"nov",111,1,-1,0,"unknown","no","0","31-45","<200","Q4"
44,"management","married","secondary","no",8262,"yes","no","cellular",23,"jul",201,16,-1,0,"unknown","no","0","31-45","201-400","Q3"
34,"technician","married","tertiary","no",544,"yes","yes","cellular",18,"nov",58,2,-1,0,"unknown","no","0","31-45","<200","Q4"
32,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",126,2,-1,0,"unknown","no","0","31-45","<200","Q3"
50,"blue-collar","married","primary","no",5776,"no","no","cellular",18,"nov",49,3,-1,0,"unknown","no","0","46-64","<200","Q4"
47,"admin.","divorced","secondary","no",162,"yes","no","unknown",9,"may",203,4,-1,0,"unknown","no","0","46-64","201-400","Q2"
